order_id,order_date,region,sales_rep,customer_segment,product_category,product_name,units,unit_price,discount_pct,revenue,returned
ORD-000724,2025-03-30,North,A. Chen,Mid-Market,Services,Custom Training,1,1414.84,0.051,1342.68,No
ORD-000725,2025-03-31,East,J. Kim,Enterprise,Services,Onboarding Package,2,1230.92,0.09,2240.27,No
ORD-000726,2025-03-31,North,A. Chen,Mid-Market,Hardware,Nimbus Monitor,1,2010.8,0.077,1855.97,No
ORD-000727,2025-03-31,North,A. Chen,SMB,Accessories,Laptop Sleeve,5,108.52,0.054,513.3,No
ORD-000728,2025-03-31,South,S. Patel,SMB,Accessories,Webcam HD,2,34.41,0.074,63.73,No
ORD-000729,2025-03-31,West,T. Brooks,Mid-Market,Accessories,Wireless Mouse,1,69.16,0.036,66.67,No
ORD-000730,2025-03-31,East,J. Kim,Mid-Market,Hardware,Nimbus Monitor,3,1872.42,0.008,5572.32,No
ORD-000731,2025-03-31,North,R. Diaz,Mid-Market,Accessories,USB-C Hub,2,53.89,0.017,105.95,No
ORD-000732,2025-03-31,West,T. Brooks,Mid-Market,Hardware,Titan Desktop,1,1688.91,0.132,1465.97,No
ORD-000733,2025-03-31,West,T. Brooks,Enterprise,Accessories,Laptop Sleeve,1,69.93,0.084,64.06,No
ORD-000734,2025-03-31,West,T. Brooks,SMB,Software,SecureGuard License,1,255.99,0.033,247.54,No
ORD-000735,2025-03-31,South,S. Patel,SMB,Software,FlowSuite License,1,431.83,0.072,400.74,No
ORD-000736,2025-03-31,North,A. Chen,Enterprise,Accessories,Laptop Sleeve,4,30.74,0.033,118.9,No
ORD-000737,2025-03-31,East,L. Nguyen,SMB,Accessories,Webcam HD,1,75.73,0.035,73.08,No
ORD-000738,2025-03-31,South,S. Patel,Mid-Market,Accessories,USB-C Hub,3,111.34,0.052,316.65,No
ORD-000739,2025-04-01,East,J. Kim,Enterprise,Services,Priority Support,1,1154.42,0.201,922.38,No
ORD-000740,2025-04-01,North,R. Diaz,SMB,Hardware,Nimbus Monitor,1,2394.31,0.015,2358.4,No
ORD-000741,2025-04-01,South,S. Patel,SMB,Hardware,Nimbus Monitor,3,2486.1,0.038,7174.88,No
ORD-000742,2025-04-01,North,A. Chen,SMB,Accessories,Webcam HD,4,87.24,0.028,339.19,No
ORD-000743,2025-04-01,South,S. Patel,SMB,Software,FlowSuite License,1,145.51,0.062,136.49,No
ORD-000744,2025-04-01,North,R. Diaz,SMB,Services,Onboarding Package,4,893.99,0.035,3450.8,No
ORD-000745,2025-04-01,West,T. Brooks,Enterprise,Accessories,Webcam HD,5,23.14,0.134,100.2,Yes
ORD-000746,2025-04-01,West,D. Rossi,Mid-Market,Software,DataLens License,4,399.28,0.139,1375.12,No
ORD-000747,2025-04-01,West,D. Rossi,SMB,Accessories,Webcam HD,5,76.62,0.025,373.52,Yes
ORD-000748,2025-04-01,North,A. Chen,SMB,Hardware,Titan Desktop,4,1177.09,0.004,4689.53,No
ORD-000749,2025-04-01,North,A. Chen,SMB,Software,FlowSuite License,1,332.66,0.003,331.66,No
ORD-000750,2025-04-02,South,S. Patel,SMB,Software,DataLens License,1,198.47,0.062,186.16,No
ORD-000751,2025-04-02,South,S. Patel,Mid-Market,Hardware,Titan Desktop,4,1038.77,0.092,3772.81,No
ORD-000752,2025-04-02,South,M. Okafor,SMB,Hardware,Titan Desktop,1,1946.97,0.06,1830.15,No
ORD-000753,2025-04-02,West,T. Brooks,SMB,Accessories,USB-C Hub,1,104.99,0.012,103.73,No
ORD-000754,2025-04-02,South,S. Patel,Enterprise,Accessories,Wireless Mouse,4,84.29,0.222,262.31,No
ORD-000755,2025-04-02,West,D. Rossi,Enterprise,Software,FlowSuite License,1,308.14,0.162,258.22,No
ORD-000756,2025-04-02,West,D. Rossi,Enterprise,Accessories,USB-C Hub,3,27.74,0.248,62.58,No
ORD-000757,2025-04-02,North,A. Chen,SMB,Software,SecureGuard License,1,301.04,0.008,298.63,No
ORD-000758,2025-04-03,South,M. Okafor,SMB,Accessories,Laptop Sleeve,1,77.3,0.007,76.76,No
ORD-000759,2025-04-03,North,R. Diaz,SMB,Hardware,Titan Desktop,3,2157.92,0.038,6227.76,No
ORD-000760,2025-04-03,East,L. Nguyen,Mid-Market,Software,SecureGuard License,5,549.42,0.02,2692.16,No
ORD-000761,2025-04-03,North,R. Diaz,Enterprise,Hardware,Falcon Laptop,1,917.34,0.099,826.52,No
ORD-000762,2025-04-03,South,S. Patel,Mid-Market,Services,Onboarding Package,3,361.85,0.094,983.51,No
ORD-000763,2025-04-03,West,D. Rossi,Mid-Market,Hardware,Falcon Laptop,2,1651.95,0.018,3244.43,No
ORD-000764,2025-04-03,West,D. Rossi,SMB,Hardware,Titan Desktop,5,2369.3,0.025,11550.34,No
ORD-000765,2025-04-04,South,S. Patel,Mid-Market,Hardware,Nimbus Monitor,2,2126.7,0.047,4053.49,No
ORD-000766,2025-04-04,West,T. Brooks,SMB,Hardware,Nimbus Monitor,1,2138.46,0.047,2037.95,No
ORD-000767,2025-04-04,West,D. Rossi,Enterprise,Hardware,Nimbus Monitor,3,939.55,0.128,2457.86,No
ORD-000768,2025-04-04,West,D. Rossi,Mid-Market,Hardware,Falcon Laptop,1,2125.23,0.129,1851.08,No
ORD-000769,2025-04-04,West,D. Rossi,SMB,Software,SecureGuard License,4,463.08,0.04,1778.23,No
ORD-000770,2025-04-04,North,R. Diaz,SMB,Services,Priority Support,2,442.45,0.046,844.19,No
ORD-000771,2025-04-04,North,A. Chen,Enterprise,Hardware,Titan Desktop,4,1089.67,0.193,3517.45,No
ORD-000772,2025-04-05,East,L. Nguyen,Mid-Market,Software,DataLens License,1,369.07,0.068,343.97,No
ORD-000773,2025-04-05,East,L. Nguyen,SMB,Accessories,Webcam HD,3,51.59,0.021,151.52,No
ORD-000774,2025-04-05,North,R. Diaz,SMB,Accessories,Laptop Sleeve,4,56.17,0.04,215.69,Yes
ORD-000775,2025-04-05,West,D. Rossi,SMB,Services,Custom Training,1,350.75,0.057,330.76,No
ORD-000776,2025-04-05,West,T. Brooks,Mid-Market,Services,Onboarding Package,3,1187.16,0.004,3547.23,No
ORD-000777,2025-04-05,East,J. Kim,Enterprise,Software,FlowSuite License,1,190.73,0.097,172.23,No
ORD-000778,2025-04-05,West,D. Rossi,Enterprise,Software,SecureGuard License,1,433.0,0.034,418.28,No
ORD-000779,2025-04-05,South,S. Patel,Mid-Market,Services,Priority Support,1,1417.78,0.068,1321.37,No
ORD-000780,2025-04-05,South,S. Patel,Mid-Market,Accessories,Laptop Sleeve,3,110.5,0.06,311.61,No
ORD-000781,2025-04-05,South,S. Patel,Mid-Market,Software,SecureGuard License,3,417.82,0.063,1174.49,No
ORD-000782,2025-04-05,West,T. Brooks,Mid-Market,Accessories,Laptop Sleeve,4,66.77,0.016,262.81,No
ORD-000783,2025-04-05,South,S. Patel,Enterprise,Hardware,Falcon Laptop,1,1925.99,0.075,1781.54,No
ORD-000784,2025-04-05,West,D. Rossi,Mid-Market,Software,DataLens License,4,553.27,0.028,2151.11,No
ORD-000785,2025-04-05,South,M. Okafor,Enterprise,Software,FlowSuite License,1,575.14,0.126,502.67,No
ORD-000786,2025-04-05,South,S. Patel,SMB,Accessories,Laptop Sleeve,3,22.55,0.003,67.45,No
ORD-000787,2025-04-05,North,R. Diaz,Mid-Market,Accessories,USB-C Hub,4,83.4,0.051,316.59,No
ORD-000788,2025-04-05,South,S. Patel,SMB,Hardware,Falcon Laptop,1,1251.36,0.053,1185.04,No
ORD-000789,2025-04-05,North,R. Diaz,SMB,Services,Custom Training,1,1388.58,0.075,1284.44,No
ORD-000790,2025-04-05,East,J. Kim,Mid-Market,Software,DataLens License,1,534.4,0.099,481.49,No
ORD-000791,2025-04-05,West,D. Rossi,Mid-Market,Software,SecureGuard License,1,359.45,0.002,358.73,No
ORD-000792,2025-04-06,West,T. Brooks,SMB,Accessories,Laptop Sleeve,1,24.76,0.063,23.2,Yes
ORD-000793,2025-04-06,West,T. Brooks,Enterprise,Accessories,Laptop Sleeve,1,55.87,0.076,51.62,No
ORD-000794,2025-04-06,North,R. Diaz,Mid-Market,Software,DataLens License,1,256.52,0.11,228.3,No
ORD-000795,2025-04-06,East,L. Nguyen,Mid-Market,Software,FlowSuite License,1,573.25,0.029,556.63,No
ORD-000796,2025-04-06,South,M. Okafor,SMB,Software,SecureGuard License,1,463.92,0.008,460.21,No
ORD-000797,2025-04-06,West,T. Brooks,Mid-Market,Software,DataLens License,1,290.16,0.009,287.55,No
ORD-000798,2025-04-06,South,M. Okafor,Mid-Market,Accessories,Webcam HD,3,94.65,0.049,270.04,No
ORD-000799,2025-04-07,North,R. Diaz,SMB,Hardware,Nimbus Monitor,3,1510.36,0.053,4290.93,No
ORD-000800,2025-04-07,West,T. Brooks,Enterprise,Services,Onboarding Package,1,1136.52,0.025,1108.11,No
ORD-000801,2025-04-07,North,A. Chen,SMB,Software,FlowSuite License,1,328.66,0.044,314.2,No
ORD-000802,2025-04-07,West,T. Brooks,Mid-Market,Services,Priority Support,1,1122.67,0.003,1119.3,No
ORD-000803,2025-04-07,West,D. Rossi,SMB,Software,SecureGuard License,4,127.53,0.028,495.84,No
ORD-000804,2025-04-07,North,A. Chen,SMB,Software,DataLens License,1,556.16,0.059,523.35,No
ORD-000805,2025-04-07,West,T. Brooks,Enterprise,Software,DataLens License,1,361.31,0.121,317.59,No
ORD-000806,2025-04-08,East,L. Nguyen,Mid-Market,Accessories,Wireless Mouse,2,31.55,0.142,54.14,No
ORD-000807,2025-04-08,West,D. Rossi,SMB,Accessories,Laptop Sleeve,3,108.13,0.002,323.74,No
ORD-000808,2025-04-08,East,L. Nguyen,Mid-Market,Software,SecureGuard License,1,126.49,0.079,116.5,No
ORD-000809,2025-04-08,North,R. Diaz,SMB,Hardware,Falcon Laptop,1,1957.94,0.076,1809.14,No
ORD-000810,2025-04-08,West,D. Rossi,SMB,Software,SecureGuard License,2,346.55,0.003,691.02,No
ORD-000811,2025-04-08,North,R. Diaz,SMB,Software,FlowSuite License,4,275.42,0.029,1069.73,No
ORD-000812,2025-04-08,East,J. Kim,Mid-Market,Accessories,Laptop Sleeve,3,78.6,0.131,204.91,Yes
ORD-000813,2025-04-09,North,R. Diaz,Enterprise,Hardware,Titan Desktop,2,1492.63,0.222,2322.53,No
ORD-000814,2025-04-09,West,T. Brooks,Enterprise,Software,SecureGuard License,2,340.01,0.038,654.18,No
ORD-000815,2025-04-09,South,M. Okafor,SMB,Accessories,Webcam HD,3,74.03,0.023,216.98,No
ORD-000816,2025-04-09,South,S. Patel,SMB,Hardware,Titan Desktop,3,1255.8,0.049,3582.8,No
ORD-000817,2025-04-09,West,T. Brooks,SMB,Accessories,Wireless Mouse,2,33.12,0.008,65.71,No
ORD-000818,2025-04-09,South,M. Okafor,SMB,Accessories,USB-C Hub,4,30.17,0.077,111.39,No
ORD-000819,2025-04-09,West,D. Rossi,Mid-Market,Accessories,Webcam HD,3,35.57,0.128,93.05,No
ORD-000820,2025-04-09,North,R. Diaz,Mid-Market,Software,SecureGuard License,1,344.42,0.001,344.08,No
ORD-000821,2025-04-09,North,R. Diaz,Enterprise,Services,Priority Support,1,918.8,0.177,756.17,No
ORD-000822,2025-04-10,North,A. Chen,SMB,Accessories,USB-C Hub,3,119.43,0.028,348.26,No
ORD-000823,2025-04-10,West,T. Brooks,Mid-Market,Software,DataLens License,2,343.36,0.117,606.37,No
ORD-000824,2025-04-10,West,T. Brooks,SMB,Services,Onboarding Package,3,428.64,0.062,1206.19,No
ORD-000825,2025-04-10,North,R. Diaz,SMB,Software,SecureGuard License,1,398.11,0.016,391.74,No
ORD-000826,2025-04-10,North,R. Diaz,SMB,Software,SecureGuard License,1,318.02,0.044,304.03,No
ORD-000827,2025-04-11,North,R. Diaz,SMB,Accessories,Webcam HD,2,113.06,0.009,224.08,No
ORD-000828,2025-04-11,North,A. Chen,SMB,Hardware,Nimbus Monitor,2,1586.17,0.036,3058.14,No
ORD-000829,2025-04-11,South,S. Patel,Mid-Market,Software,SecureGuard License,2,321.76,0.128,561.15,No
ORD-000830,2025-04-11,West,T. Brooks,Mid-Market,Services,Priority Support,1,1008.45,0.009,999.37,No
ORD-000831,2025-04-11,West,T. Brooks,SMB,Software,SecureGuard License,1,341.11,0.002,340.43,No
ORD-000832,2025-04-12,West,T. Brooks,SMB,Services,Onboarding Package,1,1351.26,0.038,1299.91,No
ORD-000833,2025-04-12,East,L. Nguyen,Mid-Market,Software,SecureGuard License,2,266.83,0.118,470.69,No
ORD-000834,2025-04-12,North,A. Chen,Enterprise,Accessories,Wireless Mouse,7,82.39,0.165,481.57,No
ORD-000835,2025-04-12,North,R. Diaz,Enterprise,Accessories,Laptop Sleeve,3,57.17,0.135,148.36,No
ORD-000836,2025-04-12,North,A. Chen,Mid-Market,Hardware,Nimbus Monitor,1,2274.36,0.123,1994.61,No
ORD-000837,2025-04-12,West,T. Brooks,Enterprise,Software,DataLens License,3,378.73,0.028,1104.38,No
ORD-000838,2025-04-12,West,D. Rossi,SMB,Accessories,Wireless Mouse,1,27.5,0.006,27.34,No
ORD-000839,2025-04-13,West,T. Brooks,SMB,Accessories,Laptop Sleeve,3,45.77,0.06,129.07,No
ORD-000840,2025-04-13,North,R. Diaz,Enterprise,Accessories,Wireless Mouse,6,59.12,0.02,347.63,No
ORD-000841,2025-04-13,North,A. Chen,Enterprise,Services,Custom Training,1,316.04,0.206,250.94,No
ORD-000842,2025-04-13,West,T. Brooks,Enterprise,Hardware,Falcon Laptop,1,2119.56,0.077,1956.35,No
ORD-000843,2025-04-13,North,R. Diaz,SMB,Accessories,Laptop Sleeve,1,102.19,0.035,98.61,No
ORD-000844,2025-04-13,South,M. Okafor,Mid-Market,Accessories,Webcam HD,1,61.85,0.131,53.75,Yes
ORD-000845,2025-04-13,West,D. Rossi,SMB,Software,FlowSuite License,4,590.37,0.036,2276.47,No
ORD-000846,2025-04-13,North,R. Diaz,SMB,Hardware,Nimbus Monitor,1,1028.03,0.034,993.08,No
ORD-000847,2025-04-13,West,D. Rossi,SMB,Software,SecureGuard License,3,450.3,0.048,1286.06,No
ORD-000848,2025-04-13,West,T. Brooks,SMB,Accessories,Wireless Mouse,5,93.22,0.04,447.46,No
ORD-000849,2025-04-13,South,M. Okafor,SMB,Software,SecureGuard License,2,537.25,0.046,1025.07,No
ORD-000850,2025-04-13,North,A. Chen,Mid-Market,Software,SecureGuard License,2,200.88,0.101,361.18,No
ORD-000851,2025-04-13,West,T. Brooks,SMB,Accessories,Webcam HD,7,30.31,0.079,195.41,No
ORD-000852,2025-04-14,North,A. Chen,SMB,Accessories,Webcam HD,1,56.81,0.08,52.27,No
ORD-000853,2025-04-14,North,A. Chen,SMB,Hardware,Falcon Laptop,1,2251.28,0.015,2217.51,No
ORD-000854,2025-04-14,West,D. Rossi,SMB,Hardware,Falcon Laptop,1,1960.62,0.057,1848.86,No
ORD-000855,2025-04-14,North,R. Diaz,SMB,Accessories,USB-C Hub,4,52.62,0.009,208.59,No
ORD-000856,2025-04-14,South,S. Patel,Enterprise,Hardware,Falcon Laptop,3,2175.19,0.033,6310.23,No
ORD-000857,2025-04-14,West,D. Rossi,SMB,Accessories,USB-C Hub,3,73.01,0.053,207.42,No
ORD-000858,2025-04-14,South,M. Okafor,Mid-Market,Accessories,USB-C Hub,3,61.59,0.113,163.89,No
ORD-000859,2025-04-15,East,L. Nguyen,Enterprise,Hardware,Titan Desktop,1,972.92,0.059,915.52,No
ORD-000860,2025-04-15,East,L. Nguyen,SMB,Hardware,Titan Desktop,4,2281.9,0.005,9081.96,No
ORD-000861,2025-04-15,West,T. Brooks,Mid-Market,Services,Onboarding Package,3,865.75,0.045,2480.37,No
ORD-000862,2025-04-15,West,D. Rossi,Enterprise,Accessories,Wireless Mouse,4,98.32,0.161,329.96,No
ORD-000863,2025-04-15,South,S. Patel,Mid-Market,Accessories,Wireless Mouse,6,42.72,0.146,218.9,No
ORD-000864,2025-04-15,West,D. Rossi,SMB,Hardware,Titan Desktop,2,1964.79,0.08,3615.21,No
ORD-000865,2025-04-15,West,D. Rossi,Mid-Market,Software,SecureGuard License,1,284.53,0.043,272.3,No
ORD-000866,2025-04-15,West,T. Brooks,Enterprise,Services,Priority Support,2,897.46,0.032,1737.48,No
ORD-000867,2025-04-16,North,R. Diaz,Enterprise,Hardware,Nimbus Monitor,3,1835.64,0.157,4642.33,No
ORD-000868,2025-04-16,North,A. Chen,SMB,Services,Onboarding Package,1,587.04,0.06,551.82,No
ORD-000869,2025-04-16,West,D. Rossi,SMB,Software,FlowSuite License,1,410.19,0.013,404.86,No
ORD-000870,2025-04-16,West,T. Brooks,Mid-Market,Accessories,Laptop Sleeve,2,42.06,0.117,74.28,No
ORD-000871,2025-04-16,West,T. Brooks,Mid-Market,Accessories,Wireless Mouse,4,18.88,0.124,66.16,No
ORD-000872,2025-04-16,West,D. Rossi,SMB,Hardware,Titan Desktop,1,2077.06,0.073,1925.43,No
ORD-000873,2025-04-16,West,D. Rossi,Mid-Market,Hardware,Falcon Laptop,2,1064.38,0.129,1854.15,No
ORD-000874,2025-04-16,North,A. Chen,SMB,Software,SecureGuard License,1,336.59,0.001,336.25,No
ORD-000875,2025-04-17,North,R. Diaz,Mid-Market,Accessories,Laptop Sleeve,2,55.71,0.142,95.6,Yes
ORD-000876,2025-04-17,North,R. Diaz,SMB,Hardware,Falcon Laptop,1,1956.89,0.057,1845.35,No
ORD-000877,2025-04-17,West,D. Rossi,Mid-Market,Accessories,Wireless Mouse,2,24.08,0.017,47.34,No
ORD-000878,2025-04-17,North,R. Diaz,SMB,Services,Onboarding Package,1,790.96,0.001,790.17,No
ORD-000879,2025-04-17,East,L. Nguyen,Enterprise,Hardware,Falcon Laptop,2,2335.54,0.039,4488.91,No
ORD-000880,2025-04-17,East,L. Nguyen,Mid-Market,Services,Priority Support,1,586.12,0.076,541.57,No
ORD-000881,2025-04-17,East,L. Nguyen,Enterprise,Software,DataLens License,1,290.79,0.147,248.04,No
ORD-000882,2025-04-18,West,T. Brooks,SMB,Software,SecureGuard License,4,255.42,0.069,951.18,No
ORD-000883,2025-04-18,West,T. Brooks,SMB,Hardware,Nimbus Monitor,1,1610.26,0.078,1484.66,No
ORD-000884,2025-04-18,West,T. Brooks,SMB,Accessories,Webcam HD,5,83.68,0.064,391.62,No
ORD-000885,2025-04-18,East,J. Kim,SMB,Software,DataLens License,3,444.29,0.012,1316.88,No
ORD-000886,2025-04-18,West,D. Rossi,SMB,Accessories,USB-C Hub,7,105.43,0.076,681.92,No
ORD-000887,2025-04-19,West,D. Rossi,Enterprise,Accessories,Wireless Mouse,2,57.64,0.218,90.15,No
ORD-000888,2025-04-19,North,A. Chen,Mid-Market,Accessories,Laptop Sleeve,1,42.54,0.024,41.52,No
ORD-000889,2025-04-19,South,M. Okafor,SMB,Services,Onboarding Package,4,694.26,0.077,2563.21,No
ORD-000890,2025-04-19,West,D. Rossi,Mid-Market,Accessories,Webcam HD,3,86.67,0.012,256.89,No
ORD-000891,2025-04-19,East,L. Nguyen,Mid-Market,Hardware,Nimbus Monitor,2,1056.63,0.094,1914.61,No
ORD-000892,2025-04-19,West,D. Rossi,Enterprise,Software,FlowSuite License,1,460.98,0.193,372.01,No
ORD-000893,2025-04-19,South,M. Okafor,Mid-Market,Hardware,Falcon Laptop,2,2174.09,0.054,4113.38,No
ORD-000894,2025-04-19,South,M. Okafor,SMB,Hardware,Falcon Laptop,3,2312.0,0.064,6492.1,No
ORD-000895,2025-04-20,East,L. Nguyen,SMB,Hardware,Titan Desktop,1,1717.54,0.029,1667.73,No
ORD-000896,2025-04-20,East,L. Nguyen,Mid-Market,Software,DataLens License,1,159.64,0.015,157.25,No
ORD-000897,2025-04-20,East,L. Nguyen,SMB,Accessories,Wireless Mouse,1,92.06,0.037,88.65,No
ORD-000898,2025-04-20,West,T. Brooks,SMB,Hardware,Titan Desktop,2,1406.31,0.068,2621.36,No
ORD-000899,2025-04-20,East,L. Nguyen,Enterprise,Software,DataLens License,1,240.46,0.079,221.46,No
ORD-000900,2025-04-20,West,D. Rossi,SMB,Software,SecureGuard License,1,272.23,0.08,250.45,No
ORD-000901,2025-04-20,East,J. Kim,Mid-Market,Hardware,Titan Desktop,1,1288.73,0.088,1175.32,No
ORD-000902,2025-04-20,North,A. Chen,SMB,Accessories,Webcam HD,1,96.25,0.063,90.19,No
ORD-000903,2025-04-20,South,M. Okafor,Enterprise,Hardware,Nimbus Monitor,1,1071.76,0.214,842.4,No
ORD-000904,2025-04-20,West,D. Rossi,Mid-Market,Software,DataLens License,4,233.98,0.009,927.5,No
ORD-000905,2025-04-21,West,T. Brooks,Mid-Market,Services,Priority Support,2,847.09,0.11,1507.82,No
ORD-000906,2025-04-21,West,D. Rossi,Mid-Market,Services,Custom Training,1,832.73,0.033,805.25,No
ORD-000907,2025-04-21,South,M. Okafor,Enterprise,Services,Priority Support,2,919.02,0.236,1404.26,No
ORD-000908,2025-04-21,West,T. Brooks,SMB,Hardware,Titan Desktop,3,1080.2,0.03,3143.38,No
ORD-000909,2025-04-21,South,M. Okafor,Enterprise,Services,Priority Support,1,715.23,0.18,586.49,No
ORD-000910,2025-04-21,North,R. Diaz,SMB,Accessories,Wireless Mouse,2,51.7,0.031,100.19,No
ORD-000911,2025-04-22,North,R. Diaz,Mid-Market,Hardware,Nimbus Monitor,3,1513.35,0.11,4040.64,No
ORD-000912,2025-04-22,East,J. Kim,Mid-Market,Hardware,Titan Desktop,2,1023.5,0.146,1748.14,No
ORD-000913,2025-04-22,North,R. Diaz,Enterprise,Accessories,Wireless Mouse,2,69.49,0.076,128.42,No
ORD-000914,2025-04-22,South,S. Patel,Mid-Market,Software,SecureGuard License,3,213.24,0.053,605.81,No
ORD-000915,2025-04-22,East,L. Nguyen,Enterprise,Accessories,Laptop Sleeve,4,83.62,0.116,295.68,No
ORD-000916,2025-04-22,South,M. Okafor,SMB,Accessories,USB-C Hub,3,67.89,0.045,194.5,No
ORD-000917,2025-04-22,North,A. Chen,SMB,Hardware,Falcon Laptop,2,2124.93,0.02,4164.86,No
ORD-000918,2025-04-22,North,R. Diaz,Enterprise,Accessories,USB-C Hub,3,76.28,0.196,183.99,No
ORD-000919,2025-04-23,North,A. Chen,SMB,Accessories,Laptop Sleeve,2,34.42,0.069,64.09,No
ORD-000920,2025-04-23,South,S. Patel,Mid-Market,Services,Custom Training,2,1085.31,0.125,1899.29,No
ORD-000921,2025-04-23,West,T. Brooks,Mid-Market,Software,FlowSuite License,1,238.56,0.075,220.67,No
ORD-000922,2025-04-23,East,L. Nguyen,Enterprise,Hardware,Titan Desktop,1,1480.58,0.21,1169.66,Yes
ORD-000923,2025-04-23,North,R. Diaz,SMB,Services,Custom Training,1,398.88,0.005,396.89,No
ORD-000924,2025-04-23,East,L. Nguyen,Mid-Market,Services,Priority Support,1,625.25,0.08,575.23,No
ORD-000925,2025-04-23,East,L. Nguyen,SMB,Services,Custom Training,3,1116.39,0.029,3252.04,No
ORD-000926,2025-04-23,West,D. Rossi,Mid-Market,Software,DataLens License,1,542.73,0.099,489.0,No
ORD-000927,2025-04-23,West,T. Brooks,Enterprise,Hardware,Titan Desktop,2,1040.48,0.12,1831.24,No
ORD-000928,2025-04-23,South,M. Okafor,Mid-Market,Accessories,Webcam HD,1,83.27,0.14,71.61,No
ORD-000929,2025-04-23,South,M. Okafor,Mid-Market,Hardware,Titan Desktop,1,1421.58,0.027,1383.2,No
ORD-000930,2025-04-24,West,T. Brooks,Mid-Market,Accessories,Laptop Sleeve,2,57.73,0.001,115.34,No
ORD-000931,2025-04-24,South,M. Okafor,SMB,Hardware,Titan Desktop,1,1927.64,0.067,1798.49,No
ORD-000932,2025-04-24,East,J. Kim,Mid-Market,Services,Custom Training,1,1163.44,0.114,1030.81,No
ORD-000933,2025-04-24,North,R. Diaz,SMB,Accessories,Laptop Sleeve,4,81.39,0.058,306.68,No
ORD-000934,2025-04-25,West,D. Rossi,Mid-Market,Accessories,Laptop Sleeve,2,74.99,0.072,139.18,No
ORD-000935,2025-04-25,North,A. Chen,SMB,Software,DataLens License,1,244.27,0.02,239.38,No
ORD-000936,2025-04-25,South,M. Okafor,SMB,Accessories,Laptop Sleeve,2,49.48,0.07,92.03,Yes
ORD-000937,2025-04-25,West,T. Brooks,Mid-Market,Services,Priority Support,1,1441.48,0.144,1233.91,No
ORD-000938,2025-04-25,West,T. Brooks,Mid-Market,Accessories,Webcam HD,2,37.39,0.039,71.86,No
ORD-000939,2025-04-25,South,M. Okafor,SMB,Software,FlowSuite License,1,430.66,0.008,427.21,No
ORD-000940,2025-04-26,North,R. Diaz,SMB,Software,SecureGuard License,2,485.6,0.029,943.04,No
ORD-000941,2025-04-26,North,A. Chen,Enterprise,Accessories,Wireless Mouse,3,97.42,0.14,251.34,Yes
ORD-000942,2025-04-26,South,S. Patel,Enterprise,Software,SecureGuard License,1,324.54,0.215,254.76,No
ORD-000943,2025-04-26,North,A. Chen,SMB,Accessories,Laptop Sleeve,4,77.86,0.042,298.36,No
ORD-000944,2025-04-26,West,D. Rossi,SMB,Hardware,Nimbus Monitor,2,2012.37,0.019,3948.27,Yes
ORD-000945,2025-04-26,South,M. Okafor,SMB,Hardware,Falcon Laptop,2,1802.96,0.016,3548.23,No
ORD-000946,2025-04-26,West,T. Brooks,Mid-Market,Hardware,Nimbus Monitor,1,2233.28,0.134,1934.02,No
ORD-000947,2025-04-26,South,S. Patel,Mid-Market,Hardware,Falcon Laptop,1,1190.56,0.139,1025.07,No
ORD-000948,2025-04-26,East,J. Kim,SMB,Accessories,USB-C Hub,5,50.02,0.057,235.84,No
ORD-000949,2025-04-27,East,L. Nguyen,Mid-Market,Hardware,Nimbus Monitor,2,1538.11,0.031,2980.86,No
ORD-000950,2025-04-27,North,R. Diaz,Enterprise,Software,SecureGuard License,1,419.28,0.018,411.73,No
ORD-000951,2025-04-27,West,T. Brooks,Mid-Market,Accessories,Laptop Sleeve,2,78.33,0.084,143.5,No
ORD-000952,2025-04-27,West,D. Rossi,Enterprise,Accessories,Laptop Sleeve,6,77.59,0.198,373.36,No
ORD-000953,2025-04-27,South,S. Patel,Mid-Market,Hardware,Nimbus Monitor,2,1838.2,0.055,3474.2,No
ORD-000954,2025-04-27,South,S. Patel,Enterprise,Hardware,Titan Desktop,1,1536.02,0.045,1466.9,No
ORD-000955,2025-04-27,West,T. Brooks,Mid-Market,Hardware,Falcon Laptop,3,1705.63,0.066,4779.18,No
ORD-000956,2025-04-27,West,D. Rossi,SMB,Hardware,Nimbus Monitor,3,1072.24,0.042,3081.62,No
ORD-000957,2025-04-28,South,S. Patel,SMB,Accessories,Wireless Mouse,1,24.28,0.04,23.31,Yes
ORD-000958,2025-04-28,South,M. Okafor,Mid-Market,Accessories,USB-C Hub,4,88.09,0.007,349.89,No
ORD-000959,2025-04-28,North,A. Chen,Mid-Market,Software,FlowSuite License,1,440.89,0.002,440.01,No
ORD-000960,2025-04-28,West,T. Brooks,SMB,Software,FlowSuite License,1,476.37,0.005,473.99,No
ORD-000961,2025-04-28,North,A. Chen,Mid-Market,Accessories,Wireless Mouse,3,72.24,0.102,194.61,No
ORD-000962,2025-04-28,North,R. Diaz,SMB,Hardware,Nimbus Monitor,2,919.32,0.026,1790.84,No
ORD-000963,2025-04-29,East,L. Nguyen,SMB,Software,SecureGuard License,3,229.95,0.059,649.15,No
ORD-000964,2025-04-29,South,M. Okafor,Enterprise,Hardware,Titan Desktop,3,1936.77,0.228,4485.56,No
ORD-000965,2025-04-29,North,A. Chen,SMB,Accessories,USB-C Hub,3,81.74,0.026,238.84,No
